"","x"
"1",NA
"2",NA
"3",NA
"4",NA
"5",NA
"6",NA
"7",0.866767676767677
"8",0.847373737373737
"9",0.793636363636364
"10",0.838080808080808
"11",0.711212121212121
"12",0.840909090909091
"13",0.749191919191919
"14",0.844545454545454
"15",0.866767676767677
"16",0.838080808080808
"17",0.866767676767677
