"","x"
"1",NA
"2",NA
"3",NA
"4",NA
"5",NA
"6",NA
"7",0.868131868131868
"8",0.9
"9",0.829268292682927
"10",0.878048780487805
"11",0.714285714285714
"12",0.89873417721519
"13",0.780487804878049
"14",0.879518072289157
"15",0.903614457831325
"16",0.878048780487805
"17",0.903614457831325
