"","x"
"1",NA
"2",NA
"3",NA
"4",NA
"5",NA
"6",NA
"7",0.908045977011494
"8",0.837209302325581
"9",0.871794871794872
"10",0.878048780487805
"11",0.89041095890411
"12",0.816091954022989
"13",0.864864864864865
"14",0.901234567901235
"15",0.903614457831325
"16",0.878048780487805
"17",0.903614457831325
