,x,,,,
1,NA,,,,
2,Tetradtime,fges:,169.97,sec,elapsed
3,Tetradtime,fges:,195.9,sec,elapsed
4,Tetradtime,fges:,213.91,sec,elapsed
5,Tetradtime,fges:,271.5,sec,elapsed
6,Tetradtime,fges:,281.87,sec,elapsed
7,Tetradtime,fges:,354.67,sec,elapsed
8,Tetradtime,fges:,371.98,sec,elapsed
9,Tetradtime,fges:,420.75,sec,elapsed
10,Tetradtime,fges:,487.4,sec,elapsed
