,x,,,,
1,NA,,,,
2,Tetradtime,fges:,97.85,sec,elapsed
3,Tetradtime,fges:,128.84,sec,elapsed
4,Tetradtime,fges:,158.48,sec,elapsed
5,Tetradtime,fges:,212.64,sec,elapsed
6,Tetradtime,fges:,260.9,sec,elapsed
7,Tetradtime,fges:,278.65,sec,elapsed
8,Tetradtime,fges:,283.02,sec,elapsed
9,Tetradtime,fges:,323.5,sec,elapsed
10,Tetradtime,fges:,345.36,sec,elapsed
