,x,,,,
1,NA,,,,
2,Tetradtime,fges:,93.4,sec,elapsed
3,Tetradtime,fges:,123.92,sec,elapsed
4,Tetradtime,fges:,154.33,sec,elapsed
5,Tetradtime,fges:,184.13,sec,elapsed
